dataset,path,signal_hit_count,examples
PolypGen,release/SafeTTA_clean_test_v102/experiments/polypgen/Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3.py,6,"L13:- one unmatched image stem and one unmatched mask stem in C3. || L14: || L15:Before source-training overlap audit or any external inference, freeze a || L16:deduplicated static-image manifest. || L17: ### L158:expected = ( || L159:""POLYPGEN_OFFICIAL_SINGLEFRAME_TECHNICALLY_READY_"" || L160:""SOURCE_TRAINING_OVERLAP_UNRESOLVED"" || L161:) || L162:if prev.get(""decision"") != expected: ### L205: || L206:# ------------------------------------------------------------------ || L207:# Recompute hashes from source files; do not trust cached values only. || L208:# ------------------------------------------------------------------ || L209:rgb_hash = [] ### L513:decision = ( || L514:""POLYPGEN_STATIC_UNIQUE_MANIFEST_LOCKED_"" || L515:""PENDING_SOURCE_TRAINING_AUDIT"" || L516:) || L517: ### L536:""model_inference_run"": False, || L537:""performance_evaluated"": False, || L538:""source_training_overlap_status"": ""PENDING_R10L2"", || L539:""locked_manifest"": str(manifest_out), || L540:} ### L551:print(""MODEL INFERENCE RUN: NO"") || L552:print(""PERFORMANCE EVALUATED: NO"") || L553:print(""SOURCE-TRAINING OVERLAP STATUS: PENDING_R10L2"") || L554:print(""\nOutputs:"") || L555:print(manifest_out)"
PolypGen,release/SafeTTA_clean_test_v102/experiments/polypgen/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,76,"L3: || L4:"""""" || L5:Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py || L6: || L7:First prospective PolypGen model execution after the independence gate. ### L9:PURPOSE || L10:------- || L11:Run the exact already-frozen SOURCE vs A1_TENT_1STEP counterfactual for all || L12:1532 locked PolypGen static cases x 9 frozen model states, while keeping || L13:PolypGen GT completely unopened. ### L17:and reuses its frozen state runners: || L18: || L19:- PraNet: exact S03-B SOURCE + episodic 1-step TENT || L20:- DeepLabV3-R50: exact singleton-safe S05-C SOURCE + episodic 1-step TENT || L21:- SegFormer-B0: exact R03 SOURCE + episodic 1-step TENT ### L18: || L19:- PraNet: exact S03-B SOURCE + episodic 1-step TENT || L20:- DeepLabV3-R50: exact singleton-safe S05-C SOURCE + episodic 1-step TENT || L21:- SegFormer-B0: exact R03 SOURCE + episodic 1-step TENT || L22: ### L19:- PraNet: exact S03-B SOURCE + episodic 1-step TENT || L20:- DeepLabV3-R50: exact singleton-safe S05-C SOURCE + episodic 1-step TENT || L21:- SegFormer-B0: exact R03 SOURCE + episodic 1-step TENT || L22: || L23:Frozen action: ### L38:- target calibration/tuning/threshold fitting: NO || L39: || L40:Outputs SOURCE and A1 masks only, packed exactly as the authoritative R05D3 || L41:implementation: 352x352 binary masks, row-major, np.packbits(bitorder=""little""). || L42:"""""" ### L66: || L67:VERSION = ""2026-08-26-Q1-R10L3A-v1-fix2"" || L68:BUILD = ""Q1_R10L3A_POLYPGEN_SOURCE_A1_PREDICTION_LOCK_FIX2"" || L69: || L70:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L72:R05D3_SCRIPT = ( || L73:ROOT / ""code"" || L74:/ ""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"" || L75:) || L76:EXPECTED_R05D3_SCRIPT_SHA256 = ("
PolypGen,release/SafeTTA_clean_test_v102/experiments/polypgen/Q1_R10L3B_polypgen_frozen_safety_score_lock_fix1.py,41,"L13:Per model-case: || L14:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L15:2) read SOURCE mask only (A1 value access forbidden); || L16:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L17:4) foreground-weighted patch mean 768-D; ### L14:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L15:2) read SOURCE mask only (A1 value access forbidden); || L16:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L17:4) foreground-weighted patch mean 768-D; || L18:5) background-weighted patch mean 768-D; ### L70:R10L3A_DIR = ( || L71:ROOT / ""outputs"" || L72:/ ""Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1"" || L73:) || L74:R10L3A_LOCK = ( ### L74:R10L3A_LOCK = ( || L75:R10L3A_DIR || L76:/ ""R10L3A_POLYPGEN_SOURCE_A1_PREDICTION_LOCK.json"" || L77:) || L78:EXPECTED_R10L3A_LOCK_SHA256 = ( ### L80:) || L81:EXPECTED_R10L3A_DECISION = ( || L82:""POLYPGEN_SOURCE_A1_PREDICTIONS_LOCKED_BEFORE_GT_REVEAL"" || L83:) || L84:R10L3A_RGB_MANIFEST = ( ### L98:R10J1_SCRIPT = ( || L99:ROOT / ""code"" || L100:/ ""Q1_R10J1_source_mask_morphology_feature_builder_fix1.py"" || L101:) || L102:R10K2D_LOCK = ( ### L108:R10L0_DIR = ( || L109:ROOT / ""outputs"" || L110:/ ""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1"" || L111:) || L112:R10L0_LOCK = R10L0_DIR / ""R10L0_FINAL_SOURCE_ESTIMATOR_LOCK.json"" ### L110:/ ""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1"" || L111:) || L112:R10L0_LOCK = R10L0_DIR / ""R10L0_FINAL_SOURCE_ESTIMATOR_LOCK.json"" || L113:R10L0_PCA = R10L0_DIR / ""R10L0_final_condDINO_PCA64.joblib"" || L114:R10L0_HEAD = R10L0_DIR / ""R10L0_final_safety_head.joblib"""
PolypGen,release/SafeTTA_clean_test_v102/experiments/polypgen/Q1_R10L3C_polypgen_gt_reveal_prospective_external_evaluation_fix1.py,35,"L6: || L7:FIRST PolypGen GT reveal after: || L8:- R10L3A SOURCE/A1 prediction lock; || L9:- R10L3B frozen safety-score lock. || L10: ### L12:1) verifies all frozen upstream locks/artifacts; || L13:2) reveals only the already-locked 1532 PolypGen GT masks; || L14:3) computes SOURCE Dice, A1 Dice, DeltaDice; || L15:4) applies the exact frozen development outcome rule: || L16:HARM    if DeltaDice <= -0.02 ### L74:) || L75:EXPECTED_POLYPGEN_MANIFEST_DECISION = ( || L76:""POLYPGEN_STATIC_UNIQUE_MANIFEST_LOCKED_PENDING_SOURCE_TRAINING_AUDIT"" || L77:) || L78: ### L79:INDEPENDENCE_LOCK = ( || L80:ROOT / ""outputs"" || L81:/ ""Q1_R10L2B_authoritative_s01_source_training_overlap_lock_fix1_v1"" || L82:/ ""R10L2B_INDEPENDENCE_GATE_LOCK.json"" || L83:) ### L89:R10L3A_DIR = ( || L90:ROOT / ""outputs"" || L91:/ ""Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1"" || L92:) || L93:R10L3A_LOCK = ( ### L93:R10L3A_LOCK = ( || L94:R10L3A_DIR || L95:/ ""R10L3A_POLYPGEN_SOURCE_A1_PREDICTION_LOCK.json"" || L96:) || L97:EXPECTED_R10L3A_LOCK_SHA256 = ( ### L99:) || L100:EXPECTED_R10L3A_DECISION = ( || L101:""POLYPGEN_SOURCE_A1_PREDICTIONS_LOCKED_BEFORE_GT_REVEAL"" || L102:) || L103:R10L3A_MODEL_CASE_MANIFEST = ( ### L213:) || L214:if int( || L215:indep.get(""total_source_development_exact_polypgen_overlaps"", -1) || L216:) != 0: || L217:raise RuntimeError(""Source-development exact overlap is not zero."")"
PolypGen,release/SafeTTA_clean_test_v102/experiments/reviewer_defense/Q1_R16A_source_quality_control_polypgen_v1_fix2.py,72,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1_R16A_source_quality_control_polypgen_v1_fix2.py || L5: || L6:SafeTTA R16-A fix2 ### L21:4) Identify model/family/state keys from content. || L22:5) First prefer a single exact table containing: || L23:physical ID + SOURCE Dice + SafeTTA risk + HARM/DeltaDice + family. || L24:6) If no such table exists, reconstruct only by an *exact key join* between || L25:frozen tables. Row-order joins are prohibited. ### L28: || L29:Scientific analysis is unchanged from the frozen R16 preregistration: || L30:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L31:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) || L32:+ architecture_family ### L29:Scientific analysis is unchanged from the frozen R16 preregistration: || L30:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L31:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) || L32:+ architecture_family || L33: ### L33: || L34:This is a POST-REVEAL explanatory audit only. || L35:SOURCE Dice is never a deployable SafeTTA input. || L36:"""""" || L37: ### L60: || L61: || L62:VERSION = ""2026-09-08-Q1-R16A-SOURCE-QUALITY-CONTROL-POLYPGEN-v1-fix2"" || L63: || L64:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L64:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L65:DEFAULT_AUDIT = DEFAULT_ROOT / r""outputs\Q1_R16A_reviewer_defense_input_audit_v1\CANDIDATE_TABLES.csv"" || L66:DEFAULT_OUT = DEFAULT_ROOT / r""outputs\Q1_R16A_source_quality_control_polypgen_v1_fix2"" || L67: || L68:EXPECTED_ROWS = 13788 ### L86:) || L87:STATE_HINTS = ( || L88:""state"", ""model_state"", ""checkpoint"", ""ckpt"", ""model_id"", ""run_id"", || L89:""seed"", ""model"", ""run"", ""checkpoint_sha"", ""sha"", || L90:)"
NeoPolyp,release/SafeTTA_clean_test_v102/experiments/source_training/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7.py,320,"L3: || L4:"""""" || L5:Q1-R02 — SegFormer-B0 Three-Seed Source Training || L6: || L7:Frozen architecture: ### L11:20260820, 20260821, 20260822 || L12: || L13:This script trains source-only segmentation models. It must not use target || L14:data or utility labels. || L15: ### L41: || L42:VERSION = ""2026-08-19-Q1-R02-v1-fix7"" || L43:BUILD = ""Q1_R02_SEGFORMER_B0_THREE_SEED_SOURCE_TRAINING_SAFETENSORS_FIX7"" || L44: || L45:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L44: || L45:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L46:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R02_segformer_b0_three_seed_source_training_v1_fix7"" || L47: || L48:PROTOCOL = ( ### L49:ROOT || L50:/ ""docs"" || L51:/ ""Q1_R02_segformer_b0_three_seed_source_training_preregistered_protocol_v1_fix3.md"" || L52:) || L53:EXPECTED_PROTOCOL_SHA256 = ( ### L71:) || L72:EXPECTED_S01_ROLE_COUNTS = { || L73:""source_train"": 1305, || L74:""source_val"": 145, || L75:""seen_sanity"": 162, ### L72:EXPECTED_S01_ROLE_COUNTS = { || L73:""source_train"": 1305, || L74:""source_val"": 145, || L75:""seen_sanity"": 162, || L76:""unseen_locked"": 636, ### L77:} || L78:EXPECTED_S01_TOTAL = 2248 || L79:EXPECTED_SOURCE_POOL = 1450 || L80: || L81:Q1_R01C_DIR = ("
NeoPolyp,release/SafeTTA_clean_test_v102/experiments/source_training/S01_B_train_pranet_source_only_frozen_seeds_v1.py,73,"L3: || L4:r"""""" || L5:S01-B: PraNet source-only training for one of the three frozen seeds. || L6: || L7:Scientific safety: ### L7:Scientific safety: || L8:- Reads the full S01 manifest only as metadata. || L9:- Opens image/mask files ONLY for roles source_train and source_val. || L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. ### L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. || L12:- Checkpoint selection uses source_val mean Dice only. || L13: || L14:Architecture: ### L28:- random scale in {0.75, 1.0, 1.25}, then crop/pad to 352 || L29:- ImageNet normalization || L30:- source_val mean Dice selects the best checkpoint || L31: || L32:Project root: ### L91: || L92:EXPECTED_ROLE_COUNTS = { || L93:""source_train"": 1305, || L94:""source_val"": 145, || L95:""seen_sanity"": 162, ### L92:EXPECTED_ROLE_COUNTS = { || L93:""source_train"": 1305, || L94:""source_val"": 145, || L95:""seen_sanity"": 162, || L96:""unseen_locked"": 636, ### L190: || L191: || L192:def resolve_source_rows(rows: List[dict], role: str) -> List[dict]: || L193:if role not in {""source_train"", ""source_val""}: || L194:raise RuntimeError( ### L191: || L192:def resolve_source_rows(rows: List[dict], role: str) -> List[dict]: || L193:if role not in {""source_train"", ""source_val""}: || L194:raise RuntimeError( || L195:f""Safety stop: S01-B may only open source_train/source_val, got {role}"""
NeoPolyp,release/SafeTTA_clean_test_v102/experiments/source_training/S01_B_train_pranet_source_only_seed20260817_v1_fix1.py,73,"L3: || L4:r"""""" || L5:S01-B: PraNet source-only pilot training, frozen seed 20260817. || L6: || L7:Scientific safety: ### L7:Scientific safety: || L8:- Reads the full S01 manifest only as metadata. || L9:- Opens image/mask files ONLY for roles source_train and source_val. || L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. ### L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. || L12:- Checkpoint selection uses source_val mean Dice only. || L13: || L14:Architecture: ### L28:- random scale in {0.75, 1.0, 1.25}, then crop/pad to 352 || L29:- ImageNet normalization || L30:- source_val mean Dice selects the best checkpoint || L31: || L32:Project root: ### L77:) || L78: || L79:DEFAULT_OUTPUT = ROOT / ""outputs"" / ""S01_B_pranet_source_only_seed20260817_v1"" || L80: || L81:SEED = 20260817 ### L90: || L91:EXPECTED_ROLE_COUNTS = { || L92:""source_train"": 1305, || L93:""source_val"": 145, || L94:""seen_sanity"": 162, ### L91:EXPECTED_ROLE_COUNTS = { || L92:""source_train"": 1305, || L93:""source_val"": 145, || L94:""seen_sanity"": 162, || L95:""unseen_locked"": 636, ### L189: || L190: || L191:def resolve_source_rows(rows: List[dict], role: str) -> List[dict]: || L192:if role not in {""source_train"", ""source_val""}: || L193:raise RuntimeError("
NeoPolyp,release/SafeTTA_clean_test_v102/experiments/source_training/S01_C_lock_and_evaluate_source_only_frozen_seeds_v1_fix1.py,46,"L3: || L4:r"""""" || L5:S01-C: Lock and evaluate Source-Only predictions for all three frozen seeds. || L6: || L7:Scientific sequence ### L9:PHASE 1 (NO LABELS): || L10:- Read only evaluation images (roles: seen_sanity, unseen_locked). || L11:- Load the three already-frozen S01-B checkpoints. || L12:- Generate final PraNet logits at 352x352. || L13:- Save logits as float16 NPZ files. ### L24:- Report each seed separately. NO ensemble is created. || L25: || L26:No checkpoint/model/hyperparameter selection uses seen_sanity or unseen_locked. || L27:No TTA is performed. || L28: ### L27:No TTA is performed. || L28: || L29:Frozen checkpoints: || L30:- seed 20260817 || L31:- seed 20260818 ### L61:EXPECTED_MANIFEST_SHA256 = ""afb4bc1175af004819538cdbb22ee7a10f1be48035945c7e0d50fd2bbe2e3dc7"" || L62: || L63:TRAINING_HELPER = ROOT / ""code"" / ""S01_B_train_pranet_source_only_frozen_seeds_v1.py"" || L64:EXPECTED_TRAINING_HELPER_SHA256 = ""2b2c9c1b75ff60bd087b403e43dc77468b31cbd54fb607481cc80ab47182b67a"" || L65: ### L64:EXPECTED_TRAINING_HELPER_SHA256 = ""2b2c9c1b75ff60bd087b403e43dc77468b31cbd54fb607481cc80ab47182b67a"" || L65: || L66:OUTPUT_DIR = ROOT / ""outputs"" / ""S01_C_source_only_frozen_seeds_evaluation_v1"" || L67: || L68:IMAGE_SIZE = 352 ### L69:SEEDS = (20260817, 20260818, 20260819) || L70: || L71:CHECKPOINTS = { || L72:20260817: { || L73:""path"": ROOT / ""outputs"" / ""S01_B_pranet_source_only_seed20260817_v1"" / ""checkpoints"" / ""best_source_val_dice.pt"", ### L71:CHECKPOINTS = { || L72:20260817: { || L73:""path"": ROOT / ""outputs"" / ""S01_B_pranet_source_only_seed20260817_v1"" / ""checkpoints"" / ""best_source_val_dice.pt"", || L74:""sha256"": ""ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a"", || L75:""source_val_dice"": 0.895586,"
NeoPolyp,release/SafeTTA_clean_test_v102/experiments/source_training/S05_B_train_deeplabv3_resnet50_source_only_frozen_seeds_v1_fix2.py,82,"L3: || L4:r"""""" || L5:S05-B: Train second-backbone DeepLabV3-ResNet50 source-only models. || L6: || L7:Safety: ### L6: || L7:Safety: || L8:- opens source_train/source_val only; || L9:- never opens seen_sanity/unseen_locked; || L10:- checkpoint selection uses source_val mean Dice only; ### L8:- opens source_train/source_val only; || L9:- never opens seen_sanity/unseen_locked; || L10:- checkpoint selection uses source_val mean Dice only; || L11:- three seeds are frozen in advance. || L12: ### L76: || L77:EXPECTED_ROLE_COUNTS = { || L78:""source_train"": 1305, || L79:""source_val"": 145, || L80:""seen_sanity"": 162, ### L77:EXPECTED_ROLE_COUNTS = { || L78:""source_train"": 1305, || L79:""source_val"": 145, || L80:""seen_sanity"": 162, || L81:""unseen_locked"": 636, ### L175: || L176: || L177:def resolve_source_rows(rows: List[dict], role: str) -> List[dict]: || L178:if role not in {""source_train"", ""source_val""}: || L179:raise RuntimeError( ### L176: || L177:def resolve_source_rows(rows: List[dict], role: str) -> List[dict]: || L178:if role not in {""source_train"", ""source_val""}: || L179:raise RuntimeError( || L180:f""Safety stop: S05-B may only open source_train/source_val; got {role}"" ### L178:if role not in {""source_train"", ""source_val""}: || L179:raise RuntimeError( || L180:f""Safety stop: S05-B may only open source_train/source_val; got {role}"" || L181:) || L182:selected = [r for r in rows if r[""s01_role""] == role]"
SUNSEG,release/SafeTTA_clean_test_v102/experiments/sunseg/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3.py,4,"L641:""physical_case_id"": src[""physical_case_id""], || L642:""clip_id"": src[""clip_id""], || L643:""source_split_label"": src[""source_split_label""], || L644:""frame_member"": name, || L645:""file_sha256"": sha256_bytes(blob), ### L915:""physical_case_id"": s[""physical_case_id""], || L916:""clip_id"": s[""clip_id""], || L917:""source_split_label"": s[""source_split_label""], || L918:""frame_member"": s[""frame_member""], || L919:""width"": s[""width""], ### L1237:""physical_case_id"", || L1238:""clip_id"", || L1239:""source_split_label"", || L1240:""frame_member"", || L1241:""width"", ### L1472:}, || L1473:""next_stage"": ( || L1474:""R14C_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK_PRE_GT"" || L1475:if final_locked || L1476:else ""RESOLVE_R14B4B_FIX3_REVIEW_BEFORE_ANY_INFERENCE"""
SUNSEG,release/SafeTTA_clean_test_v102/experiments/sunseg/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix4.py,40,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L73: || L74:R05D3_CANDIDATES = ( || L75:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L76:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L77:) ### L74:R05D3_CANDIDATES = ( || L75:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L76:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L77:) || L78: ### L85:""DeepLabV3-R50"": { || L86:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L87:""checkpoint_name"": ""best_source_val_dice.pt"", || L88:""path_tokens"": (""deeplab"",), || L89:}, ### L90:""PraNet"": { || L91:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L92:""checkpoint_name"": ""best_source_val_dice.pt"", || L93:""path_tokens"": (""pranet"",), || L94:},"
SUNSEG,release/SafeTTA_clean_test_v102/experiments/sunseg/Q1_R14C1A_sunseg_prediction_lineage_canonicalization_fix1.py,66,"L17:- 9 model states || L18:- 8,820 model-frame rows || L19:- SOURCE/TENT1/PL predictions locked before GT reveal || L20:- no GT/Dice/HARM/safety-score access || L21: ### L64:OUT = ROOT / ""outputs"" || L65: || L66:SOURCE_DIR = ( || L67:OUT || L68:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2_v1"" ### L66:SOURCE_DIR = ( || L67:OUT || L68:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2_v1"" || L69:) || L70:DEST_DIR = ( ### L70:DEST_DIR = ( || L71:OUT || L72:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L73:) || L74: ### L73:) || L74: || L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" ### L74: || L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L78:) ### L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L78:) || L79:SOURCE_GLOBAL_CSV = ( ### L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L78:) || L79:SOURCE_GLOBAL_CSV = ( || L80:SOURCE_DIR || L81:/ ""R14C1_SUNSEG_MODEL_FRAME_PREDICTION_MANIFEST.csv"""
SUNSEG,release/SafeTTA_clean_test_v102/experiments/sunseg/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py,101,"L3: || L4:"""""" || L5:Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py || L6: || L7:Prospective SUN-SEG confirmatory prediction lock BEFORE any GT reveal. ### L10:- 980 RGB frames || L11:- 49 physical caseNN clusters || L12:- 9 frozen source-only model states || L13:- 8,820 model-frame rows || L14: ### L14: || L15:Actions: || L16:- SOURCE || L17:- A1_TENT_1STEP || L18:- A4_PL_CONF90_1STEP ### L19: || L20:Implementation lineage: || L21:- SOURCE + TENT1 execution reuses the authoritative historical R05D3 functions. || L22:- PL execution reuses the authoritative historical R13B Fix2 functions. || L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the ### L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the || L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: ### L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: || L28:Strict pre-GT boundary: ### L96: || L97:R05D3_SCRIPT = ( || L98:CODE / ""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"" || L99:) || L100:R13B_SCRIPT = ( ### L105:) || L106:R03_SCRIPT = ( || L107:CODE / ""Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py"" || L108:) || L109:"
SUNSEG,release/SafeTTA_clean_test_v102/experiments/sunseg/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1.py,61,"L16:Per SUN model-frame row: || L17:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L18:2) read PRE-ADAPTATION SOURCE mask only; || L19:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L20:4) foreground-weighted patch mean 768-D; ### L17:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L18:2) read PRE-ADAPTATION SOURCE mask only; || L19:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L20:4) foreground-weighted patch mean 768-D; || L21:5) background-weighted patch mean 768-D; ### L73:R14C1_DIR = ( || L74:OUT || L75:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L76:) || L77:R14C1_LOCK = ( ### L77:R14C1_LOCK = ( || L78:R14C1_DIR || L79:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L80:) || L81:R14C1_GLOBAL = ( ### L91:) || L92:EXPECTED_R14C1_DECISION = ( || L93:""SUNSEG_SOURCE_TENT1_PL_PREDICTIONS_LOCKED_BEFORE_GT_REVEAL"" || L94:) || L95:EXPECTED_R14C1_CANONICAL_DECISION = ( ### L94:) || L95:EXPECTED_R14C1_CANONICAL_DECISION = ( || L96:""SUNSEG_SOURCE_TENT1_PL_PREDICTIONS_CANONICALIZED_BEFORE_GT_REVEAL"" || L97:) || L98:EXPECTED_FINAL_MANIFEST_SHA = ( ### L129:R10J1_SCRIPT = ( || L130:CODE || L131:/ ""Q1_R10J1_source_mask_morphology_feature_builder_fix1.py"" || L132:) || L133: ### L140: || L141:# Completed prior external deployment lock is used to cryptographically || L142:# recover the authoritative R10J1 source-code SHA used by R10L3B. || L143:POLYPGEN_R10L3B_LOCK = ( || L144:OUT"
SUNSEG,release/SafeTTA_clean_test_v102/experiments/sunseg/Q1_R14C3B_sunseg_gt_reveal_dual_action_frozen_score_evaluation_fix1.py,44,"L6: || L7:FIRST SUN-SEG GT pixel reveal after: || L8:- R14C1 SOURCE/TENT1/PL prediction lock; || L9:- R14C2B frozen pre-GT safety-score lock; || L10:- R14C3A outcome-semantics lineage preflight. ### L12:Primary scientific question || L13:--------------------------- || L14:Does the already-frozen SOURCE-conditioned safety score rank actual adaptation || L15:harm under BOTH: || L16:A1_TENT_1STEP ### L19: || L20:Frozen outcome rule (historical R05D4/R13C/R10L3C): || L21:delta_dice = adapted_dice - source_dice || L22:HARM     if delta_dice <= -0.02 || L23:BENEFIT  if delta_dice >= +0.02 ### L82:R14C1_DIR = ( || L83:OUT || L84:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L85:) || L86:R14C1_LOCK = ( ### L86:R14C1_LOCK = ( || L87:R14C1_DIR || L88:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L89:) || L90:R14C1_GLOBAL = ( ### L440:raise RuntimeError(""R05D4 zero-one Dice changed."") || L441: || L442:print(""delta = adapted_dice - source_dice"") || L443:print(""HARM: delta <= -0.02"") || L444:print(""BENEFIT: delta >= +0.02"") ### L459:""cluster_id"", || L460:""clip_id"", || L461:""source_split_label"", || L462:""frame_member"", || L463:""gt_member"", ### L609:""cluster_id"", || L610:""clip_id"", || L611:""source_split_label"", || L612:""model_family"", || L613:""model_state_id"","
