path,datasets,signal_hit_count,examples
release/SafeTTA_clean_test_v102/experiments/polypgen/Q1_R10L3B_polypgen_frozen_safety_score_lock_fix1.py,PolypGen,56,"L13:Per model-case: || L14:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L15:2) read SOURCE mask only (A1 value access forbidden); || L16:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L17:4) foreground-weighted patch mean 768-D; ### L14:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L15:2) read SOURCE mask only (A1 value access forbidden); || L16:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L17:4) foreground-weighted patch mean 768-D; || L18:5) background-weighted patch mean 768-D; ### L38:- outcome metric computation || L39: || L40:Outputs are cryptographically locked before GT reveal. || L41:"""""" || L42: ### L69:# --------------------------------------------------------------------- || L70:R10L3A_DIR = ( || L71:ROOT / ""outputs"" || L72:/ ""Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1"" || L73:) ### L70:R10L3A_DIR = ( || L71:ROOT / ""outputs"" || L72:/ ""Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1"" || L73:) || L74:R10L3A_LOCK = ( ### L74:R10L3A_LOCK = ( || L75:R10L3A_DIR || L76:/ ""R10L3A_POLYPGEN_SOURCE_A1_PREDICTION_LOCK.json"" || L77:) || L78:EXPECTED_R10L3A_LOCK_SHA256 = ( ### L80:) || L81:EXPECTED_R10L3A_DECISION = ( || L82:""POLYPGEN_SOURCE_A1_PREDICTIONS_LOCKED_BEFORE_GT_REVEAL"" || L83:) || L84:R10L3A_RGB_MANIFEST = ( ### L98:R10J1_SCRIPT = ( || L99:ROOT / ""code"" || L100:/ ""Q1_R10J1_source_mask_morphology_feature_builder_fix1.py"" || L101:) || L102:R10K2D_LOCK = ("
release/SafeTTA_clean_test_v102/experiments/polypgen/Q1_R10L3C_polypgen_gt_reveal_prospective_external_evaluation_fix1.py,PolypGen,47,"L6: || L7:FIRST PolypGen GT reveal after: || L8:- R10L3A SOURCE/A1 prediction lock; || L9:- R10L3B frozen safety-score lock. || L10: ### L12:1) verifies all frozen upstream locks/artifacts; || L13:2) reveals only the already-locked 1532 PolypGen GT masks; || L14:3) computes SOURCE Dice, A1 Dice, DeltaDice; || L15:4) applies the exact frozen development outcome rule: || L16:HARM    if DeltaDice <= -0.02 ### L64: || L65:POLYPGEN_MANIFEST = ( || L66:ROOT / ""outputs"" || L67:/ ""Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1"" || L68:/ ""R10L1B_POLYPGEN_UNIQUE_STATIC_MANIFEST.csv"" ### L69:) || L70:POLYPGEN_MANIFEST_LOCK = ( || L71:ROOT / ""outputs"" || L72:/ ""Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1"" || L73:/ ""R10L1B_MANIFEST_LOCK.json"" ### L74:) || L75:EXPECTED_POLYPGEN_MANIFEST_DECISION = ( || L76:""POLYPGEN_STATIC_UNIQUE_MANIFEST_LOCKED_PENDING_SOURCE_TRAINING_AUDIT"" || L77:) || L78: ### L78: || L79:INDEPENDENCE_LOCK = ( || L80:ROOT / ""outputs"" || L81:/ ""Q1_R10L2B_authoritative_s01_source_training_overlap_lock_fix1_v1"" || L82:/ ""R10L2B_INDEPENDENCE_GATE_LOCK.json"" ### L79:INDEPENDENCE_LOCK = ( || L80:ROOT / ""outputs"" || L81:/ ""Q1_R10L2B_authoritative_s01_source_training_overlap_lock_fix1_v1"" || L82:/ ""R10L2B_INDEPENDENCE_GATE_LOCK.json"" || L83:) ### L88: || L89:R10L3A_DIR = ( || L90:ROOT / ""outputs"" || L91:/ ""Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1"" || L92:)"
release/SafeTTA_clean_test_v102/experiments/reviewer_defense/Q1_R16A2_crossfitted_flexible_source_quality_control_v1.py,,26,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1_R16A2_crossfitted_flexible_source_quality_control_v1.py || L5: || L6:SafeTTA R16-A2 robustness audit ### L10:------- || L11:R16-A showed that frozen SafeTTA risk adds information beyond a *linear* || L12:SOURCE-Dice covariate on PolypGen. R16-A2 is a stricter post-hoc robustness || L13:audit designed to address two possible reviewer objections: || L14: ### L13:audit designed to address two possible reviewer objections: || L14: || L15:1) the relationship between current SOURCE Dice and future adaptation HARM may || L16:be nonlinear; || L17:2) the R16-A descriptive AUROC comparison was fitted/evaluated on the same ### L21:- the exact R16-A fix2 aligned PolypGen analysis table; || L22:- 5-fold physical-image cross-fitting; || L23:- a flexible cubic spline for SOURCE Dice fitted *within each training fold*; || L24:- fixed architecture-family effects; || L25:- a frozen SafeTTA risk covariate added only in the second model; ### L30:------ || L31:M_quality_flex: || L32:HARM ~ spline(SOURCE_Dice) + architecture_family || L33: || L34:M_quality_flex+risk: ### L33: || L34:M_quality_flex+risk: || L35:HARM ~ spline(SOURCE_Dice) + architecture_family + z(SafeTTA_risk) || L36: || L37:Important interpretation boundary ### L38:--------------------------------- || L39:This is a POST-REVEAL explanatory/diagnostic analysis. It is NOT a deployable || L40:target-side calibration model. SOURCE Dice and HARM labels are used only to || L41:test whether the already frozen SafeTTA score carries information not reducible || L42:to current segmentation quality. ### L64: || L65: || L66:VERSION = ""2026-09-08-Q1-R16A2-CROSSFITTED-FLEXIBLE-SOURCE-QUALITY-CONTROL-v1"" || L67: || L68:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"")"
release/SafeTTA_clean_test_v102/experiments/reviewer_defense/Q1_R16A_source_quality_control_polypgen_v1_fix2.py,PolypGen,73,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1_R16A_source_quality_control_polypgen_v1_fix2.py || L5: || L6:SafeTTA R16-A fix2 ### L21:4) Identify model/family/state keys from content. || L22:5) First prefer a single exact table containing: || L23:physical ID + SOURCE Dice + SafeTTA risk + HARM/DeltaDice + family. || L24:6) If no such table exists, reconstruct only by an *exact key join* between || L25:frozen tables. Row-order joins are prohibited. ### L28: || L29:Scientific analysis is unchanged from the frozen R16 preregistration: || L30:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L31:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) || L32:+ architecture_family ### L29:Scientific analysis is unchanged from the frozen R16 preregistration: || L30:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L31:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) || L32:+ architecture_family || L33: ### L33: || L34:This is a POST-REVEAL explanatory audit only. || L35:SOURCE Dice is never a deployable SafeTTA input. || L36:"""""" || L37: ### L60: || L61: || L62:VERSION = ""2026-09-08-Q1-R16A-SOURCE-QUALITY-CONTROL-POLYPGEN-v1-fix2"" || L63: || L64:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L63: || L64:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L65:DEFAULT_AUDIT = DEFAULT_ROOT / r""outputs\Q1_R16A_reviewer_defense_input_audit_v1\CANDIDATE_TABLES.csv"" || L66:DEFAULT_OUT = DEFAULT_ROOT / r""outputs\Q1_R16A_source_quality_control_polypgen_v1_fix2"" || L67: ### L64:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L65:DEFAULT_AUDIT = DEFAULT_ROOT / r""outputs\Q1_R16A_reviewer_defense_input_audit_v1\CANDIDATE_TABLES.csv"" || L66:DEFAULT_OUT = DEFAULT_ROOT / r""outputs\Q1_R16A_source_quality_control_polypgen_v1_fix2"" || L67: || L68:EXPECTED_ROWS = 13788"
release/SafeTTA_clean_test_v102/experiments/source_safety/Q1_R10J1_source_mask_morphology_feature_builder_fix1.py,,48,"L4: || L5:"""""" || L6:Q1_R10J1_source_mask_morphology_feature_builder_fix1.py || L7: || L8:Build a frozen richer PRE-ADAPTATION morphology representation from the ### L7: || L8:Build a frozen richer PRE-ADAPTATION morphology representation from the || L9:R05D3-locked binary SOURCE masks only. || L10: || L11:Feature construction reads ONLY source_masks_packed.  a1_masks_packed is ### L9:R05D3-locked binary SOURCE masks only. || L10: || L11:Feature construction reads ONLY source_masks_packed.  a1_masks_packed is || L12:checked only as a schema key and its values are never accessed. || L13: ### L37: || L38:DEFAULT_MANIFEST = ( || L39:""F:/MEDSEG_SAFETTA/outputs/"" || L40:""Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2_v1/"" || L41:""model_case_prediction_manifest_relocated_fix2.csv"" ### L38:DEFAULT_MANIFEST = ( || L39:""F:/MEDSEG_SAFETTA/outputs/"" || L40:""Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2_v1/"" || L41:""model_case_prediction_manifest_relocated_fix2.csv"" || L42:) ### L43: || L44:DEFAULT_OUTCOMES = ( || L45:""F:/MEDSEG_SAFETTA/outputs/"" || L46:""Q1_R05D4_neopolyp_gt_reveal_paot_confirmatory_evaluation_v1/"" || L47:""model_case_outcomes.csv"" ### L49: || L50:DEFAULT_R10A0 = ( || L51:""F:/MEDSEG_SAFETTA/outputs/"" || L52:""Q1_R10A0_invariant_feature_table_v1/"" || L53:""invariant_feature_table.csv"" ### L54:) || L55: || L56:DEFAULT_OUTPUT = ( || L57:""F:/MEDSEG_SAFETTA/outputs/"" || L58:""Q1_R10J1_source_mask_morphology_feature_builder_fix1_v1"""
release/SafeTTA_clean_test_v102/experiments/source_safety/Q1_R10K2A_dinov2_image_mask_representation_lock_fix1.py,,38,"L14:2) Frozen state lineage: || L15:R10J0 relocated manifest || L16:3) PRE-ADAPTATION binary SOURCE masks only: || L17:source_masks_packed || L18: ### L15:R10J0 relocated manifest || L16:3) PRE-ADAPTATION binary SOURCE masks only: || L17:source_masks_packed || L18: || L19:Frozen encoder ### L29:Mask alignment || L30:-------------- || L31:The locked SOURCE mask is 352x352. || L32:352 = 16 * 22, so mask occupancy is computed by exact 22x22 block averaging || L33:to a 16x16 grid. This is aligned to the 16x16 DINOv2 patch grid after direct ### L78: || L79:DEFAULT_IMAGE_MANIFEST = ( || L80:""F:/MEDSEG_SAFETTA/outputs/"" || L81:""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/"" || L82:""frozen_confirmatory_manifest.csv"" ### L84: || L85:DEFAULT_STATE_MANIFEST = ( || L86:""F:/MEDSEG_SAFETTA/outputs/"" || L87:""Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2_v1/"" || L88:""model_case_prediction_manifest_relocated_fix2.csv"" ### L85:DEFAULT_STATE_MANIFEST = ( || L86:""F:/MEDSEG_SAFETTA/outputs/"" || L87:""Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2_v1/"" || L88:""model_case_prediction_manifest_relocated_fix2.csv"" || L89:) ### L89:) || L90: || L91:DEFAULT_OUTPUT = ( || L92:""F:/MEDSEG_SAFETTA/outputs/"" || L93:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1"" ### L90: || L91:DEFAULT_OUTPUT = ( || L92:""F:/MEDSEG_SAFETTA/outputs/"" || L93:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1"" || L94:)"
release/SafeTTA_clean_test_v102/experiments/source_safety/Q1_R10K2B_dinov2_image_mask_LOMO_evaluation_fix2.py,,57,"L22:4) M2_plus_CondDINO_PCA64   [PRIMARY] || L23: || L24:Strict source-only fitting || L25:-------------------------- || L26:- Outer: 5-fold StratifiedGroupKFold by sample_id ### L26:- Outer: 5-fold StratifiedGroupKFold by sample_id || L27:- Target family labels: evaluation only || L28:- PCA is fitted on SOURCE-TRAIN rows only || L29:- For source-only R90 threshold selection, PCA is re-fitted inside each || L30:INNER source-training split; inner validation features are not used to fit PCA ### L27:- Target family labels: evaluation only || L28:- PCA is fitted on SOURCE-TRAIN rows only || L29:- For source-only R90 threshold selection, PCA is re-fitted inside each || L30:INNER source-training split; inner validation features are not used to fit PCA || L31:- No target-family features are used to fit PCA ### L28:- PCA is fitted on SOURCE-TRAIN rows only || L29:- For source-only R90 threshold selection, PCA is re-fitted inside each || L30:INNER source-training split; inner validation features are not used to fit PCA || L31:- No target-family features are used to fit PCA || L32:- No target labels are used for fitting / threshold selection / tuning ### L84: || L85:DEFAULT_IMAGE_FEATURES = ( || L86:""F:/MEDSEG_SAFETTA/outputs/"" || L87:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1/"" || L88:""R10K2A_image_cls_features.npz"" ### L90: || L91:DEFAULT_STATE_FEATURES = ( || L92:""F:/MEDSEG_SAFETTA/outputs/"" || L93:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1/"" || L94:""R10K2A_mask_conditioned_dinov2_features.npz"" ### L96: || L97:DEFAULT_IMAGE_MANIFEST = ( || L98:""F:/MEDSEG_SAFETTA/outputs/"" || L99:""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/"" || L100:""frozen_confirmatory_manifest.csv"" ### L102: || L103:DEFAULT_STATE_METADATA = ( || L104:""F:/MEDSEG_SAFETTA/outputs/"" || L105:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1/"" || L106:""R10K2A_state_metadata_no_labels.csv"""
release/SafeTTA_clean_test_v102/experiments/source_safety/Q1_R10K2D_confirmed_method_freeze_fix1.py,,18,"L38: || L39:DEFAULT_K2B_MACRO = ( || L40:""F:/MEDSEG_SAFETTA/outputs/"" || L41:""Q1_R10K2B_dinov2_image_mask_LOMO_evaluation_fix2_v1/"" || L42:""R10K2B_macro_summary.csv"" ### L44: || L45:DEFAULT_K2B_FAMILY = ( || L46:""F:/MEDSEG_SAFETTA/outputs/"" || L47:""Q1_R10K2B_dinov2_image_mask_LOMO_evaluation_fix2_v1/"" || L48:""R10K2B_by_family_summary.csv"" ### L50: || L51:DEFAULT_K2C_DELTA = ( || L52:""F:/MEDSEG_SAFETTA/outputs/"" || L53:""Q1_R10K2C_case_clustered_paired_bootstrap_fix1_v1/"" || L54:""R10K2C_paired_macro_delta_ci.csv"" ### L56: || L57:DEFAULT_K2C_FAMILY_DELTA = ( || L58:""F:/MEDSEG_SAFETTA/outputs/"" || L59:""Q1_R10K2C_case_clustered_paired_bootstrap_fix1_v1/"" || L60:""R10K2C_family_primary_delta_ci.csv"" ### L62: || L63:DEFAULT_K2C_SUMMARY = ( || L64:""F:/MEDSEG_SAFETTA/outputs/"" || L65:""Q1_R10K2C_case_clustered_paired_bootstrap_fix1_v1/"" || L66:""R10K2C_summary.json"" ### L67:) || L68: || L69:DEFAULT_OUTPUT = ( || L70:""F:/MEDSEG_SAFETTA/outputs/"" || L71:""Q1_R10K2D_confirmed_method_freeze_fix1_v1"" ### L68: || L69:DEFAULT_OUTPUT = ( || L70:""F:/MEDSEG_SAFETTA/outputs/"" || L71:""Q1_R10K2D_confirmed_method_freeze_fix1_v1"" || L72:) ### L91:) || L92:ap.add_argument( || L93:""--output_dir"", || L94:default=DEFAULT_OUTPUT, || L95:)"
release/SafeTTA_clean_test_v102/experiments/source_safety/Q1_R10L0_final_source_safety_estimator_lock_fix3.py,,25,"L3: || L4:"""""" || L5:Q1_R10L0_final_source_safety_estimator_lock_fix3.py || L6: || L7:Purpose ### L7:Purpose || L8:------- || L9:After R10K2D freezes the confirmed method, fit ONE final source safety || L10:estimator on the complete NeoPolyp development cohort, before any independent || L11:external-cohort outcome is inspected. ### L81: || L82:DEFAULT_K2D_LOCK = ( || L83:""F:/MEDSEG_SAFETTA/outputs/"" || L84:""Q1_R10K2D_confirmed_method_freeze_fix1_v1/"" || L85:""R10K2D_CONFIRMED_METHOD_LOCK.json"" ### L87: || L88:DEFAULT_IMAGE_MANIFEST = ( || L89:""F:/MEDSEG_SAFETTA/outputs/"" || L90:""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/"" || L91:""frozen_confirmatory_manifest.csv"" ### L93: || L94:DEFAULT_STATE_METADATA = ( || L95:""F:/MEDSEG_SAFETTA/outputs/"" || L96:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1/"" || L97:""R10K2A_state_metadata_no_labels.csv"" ### L99: || L100:DEFAULT_STATE_FEATURES = ( || L101:""F:/MEDSEG_SAFETTA/outputs/"" || L102:""Q1_R10K2A_dinov2_image_mask_representation_lock_fix1_v1/"" || L103:""R10K2A_mask_conditioned_dinov2_features.npz"" ### L105: || L106:DEFAULT_MORPH = ( || L107:""F:/MEDSEG_SAFETTA/outputs/"" || L108:""Q1_R10J1_source_mask_morphology_feature_builder_fix1_v1/"" || L109:""source_mask_morphology_features_labeled.csv"" ### L106:DEFAULT_MORPH = ( || L107:""F:/MEDSEG_SAFETTA/outputs/"" || L108:""Q1_R10J1_source_mask_morphology_feature_builder_fix1_v1/"" || L109:""source_mask_morphology_features_labeled.csv"" || L110:)"
release/SafeTTA_clean_test_v102/experiments/source_training/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7.py,,374,"L3: || L4:"""""" || L5:Q1-R02 — SegFormer-B0 Three-Seed Source Training || L6: || L7:Frozen architecture: ### L11:20260820, 20260821, 20260822 || L12: || L13:This script trains source-only segmentation models. It must not use target || L14:data or utility labels. || L15: ### L41: || L42:VERSION = ""2026-08-19-Q1-R02-v1-fix7"" || L43:BUILD = ""Q1_R02_SEGFORMER_B0_THREE_SEED_SOURCE_TRAINING_SAFETENSORS_FIX7"" || L44: || L45:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L44: || L45:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L46:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R02_segformer_b0_three_seed_source_training_v1_fix7"" || L47: || L48:PROTOCOL = ( ### L49:ROOT || L50:/ ""docs"" || L51:/ ""Q1_R02_segformer_b0_three_seed_source_training_preregistered_protocol_v1_fix3.md"" || L52:) || L53:EXPECTED_PROTOCOL_SHA256 = ( ### L71:) || L72:EXPECTED_S01_ROLE_COUNTS = { || L73:""source_train"": 1305, || L74:""source_val"": 145, || L75:""seen_sanity"": 162, ### L72:EXPECTED_S01_ROLE_COUNTS = { || L73:""source_train"": 1305, || L74:""source_val"": 145, || L75:""seen_sanity"": 162, || L76:""unseen_locked"": 636, ### L77:} || L78:EXPECTED_S01_TOTAL = 2248 || L79:EXPECTED_SOURCE_POOL = 1450 || L80: || L81:Q1_R01C_DIR = ("
release/SafeTTA_clean_test_v102/experiments/source_training/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,,259,"L3: || L4:"""""" || L5:Q1-R03 — Nine-State Heterogeneous Source Utility Asset Completion. || L6: || L7:Source-side only. No target data. No utility predictor is fitted here. ### L5:Q1-R03 — Nine-State Heterogeneous Source Utility Asset Completion. || L6: || L7:Source-side only. No target data. No utility predictor is fitted here. || L8: || L9:Typical usage: ### L8: || L9:Typical usage: || L10:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --self-test || L11:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --preflight-only || L12:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py ### L9:Typical usage: || L10:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --self-test || L11:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --preflight-only || L12:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py || L13:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --resume ### L10:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --self-test || L11:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --preflight-only || L12:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py || L13:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --resume || L14:"""""" ### L11:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --preflight-only || L12:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py || L13:python Q1_R03_nine_state_heterogeneous_source_utility_asset_v1.py --resume || L14:"""""" || L15: ### L37: || L38:VERSION = ""2026-08-19-Q1-R03-v1-fix2"" || L39:BUILD = ""Q1_R03_NINE_STATE_HETEROGENEOUS_SOURCE_UTILITY_ASSET_DETERMINISTIC_PARITY_FIX2"" || L40: || L41:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L43:# This must be set before importing torch. || L44:os.environ.setdefault(""CUBLAS_WORKSPACE_CONFIG"", "":4096:8"") || L45:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2"" || L46: || L47:PROTOCOL = ("
release/SafeTTA_clean_test_v102/experiments/source_training/S01_A_freeze_source_train_val_split_v1.py,,109,"L3: || L4:r"""""" || L5:S01-A: Freeze the source train/validation split before any model training. || L6: || L7:Input: ### L8:F:\MEDSEG_SAFETTA\data\splits\S00_polyp_locked_manifest_v1.csv || L9: || L10:Output: || L11:F:\MEDSEG_SAFETTA\data\splits\S01_locked_protocol_manifest_v1.csv || L12:F:\MEDSEG_SAFETTA\outputs\S01_A_freeze_source_train_val_split_v1\ ### L10:Output: || L11:F:\MEDSEG_SAFETTA\data\splits\S01_locked_protocol_manifest_v1.csv || L12:F:\MEDSEG_SAFETTA\outputs\S01_A_freeze_source_train_val_split_v1\ || L13: || L14:Frozen roles: ### L13: || L14:Frozen roles: || L15:source_train   : 1305 || L16:source_val     : 145 || L17:seen_sanity    : 162 ### L14:Frozen roles: || L15:source_train   : 1305 || L16:source_val     : 145 || L17:seen_sanity    : 162 || L18:unseen_locked  : 636 ### L35: || L36:VERSION = ""2026-08-17-S01-A-v1"" || L37:BUILD = ""S01_A_SOURCE_SPLIT_FREEZE_BEFORE_TRAINING"" || L38: || L39:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L39:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L40:DEFAULT_INPUT = ROOT / ""data"" / ""splits"" / ""S00_polyp_locked_manifest_v1.csv"" || L41:DEFAULT_OUTPUT_MANIFEST = ROOT / ""data"" / ""splits"" / ""S01_locked_protocol_manifest_v1.csv"" || L42:DEFAULT_OUTPUT_DIR = ROOT / ""outputs"" / ""S01_A_freeze_source_train_val_split_v1"" || L43: ### L40:DEFAULT_INPUT = ROOT / ""data"" / ""splits"" / ""S00_polyp_locked_manifest_v1.csv"" || L41:DEFAULT_OUTPUT_MANIFEST = ROOT / ""data"" / ""splits"" / ""S01_locked_protocol_manifest_v1.csv"" || L42:DEFAULT_OUTPUT_DIR = ROOT / ""outputs"" / ""S01_A_freeze_source_train_val_split_v1"" || L43: || L44:SOURCE_POOL_N = 1450"
release/SafeTTA_clean_test_v102/experiments/source_training/S01_B_train_pranet_source_only_frozen_seeds_v1.py,,106,"L3: || L4:r"""""" || L5:S01-B: PraNet source-only training for one of the three frozen seeds. || L6: || L7:Scientific safety: ### L7:Scientific safety: || L8:- Reads the full S01 manifest only as metadata. || L9:- Opens image/mask files ONLY for roles source_train and source_val. || L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. ### L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. || L12:- Checkpoint selection uses source_val mean Dice only. || L13: || L14:Architecture: ### L14:Architecture: || L15:- PraNet (MICCAI 2020) with Res2Net-50-v1b-26w-4s backbone. || L16:- Four supervised outputs. || L17:- PraNet structure loss: weighted BCE + weighted IoU. || L18: ### L28:- random scale in {0.75, 1.0, 1.25}, then crop/pad to 352 || L29:- ImageNet normalization || L30:- source_val mean Dice selects the best checkpoint || L31: || L32:Project root: ### L77:) || L78: || L79:DEFAULT_OUTPUT = None || L80: || L81:FROZEN_SEEDS = (20260817, 20260818, 20260819) ### L91: || L92:EXPECTED_ROLE_COUNTS = { || L93:""source_train"": 1305, || L94:""source_val"": 145, || L95:""seen_sanity"": 162, ### L92:EXPECTED_ROLE_COUNTS = { || L93:""source_train"": 1305, || L94:""source_val"": 145, || L95:""seen_sanity"": 162, || L96:""unseen_locked"": 636,"
release/SafeTTA_clean_test_v102/experiments/source_training/S01_B_train_pranet_source_only_seed20260817_v1_fix1.py,,102,"L3: || L4:r"""""" || L5:S01-B: PraNet source-only pilot training, frozen seed 20260817. || L6: || L7:Scientific safety: ### L7:Scientific safety: || L8:- Reads the full S01 manifest only as metadata. || L9:- Opens image/mask files ONLY for roles source_train and source_val. || L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. ### L10:- Does NOT open seen_sanity or unseen_locked images/masks. || L11:- Does NOT compute target metrics. || L12:- Checkpoint selection uses source_val mean Dice only. || L13: || L14:Architecture: ### L14:Architecture: || L15:- PraNet (MICCAI 2020) with Res2Net-50-v1b-26w-4s backbone. || L16:- Four supervised outputs. || L17:- PraNet structure loss: weighted BCE + weighted IoU. || L18: ### L28:- random scale in {0.75, 1.0, 1.25}, then crop/pad to 352 || L29:- ImageNet normalization || L30:- source_val mean Dice selects the best checkpoint || L31: || L32:Project root: ### L77:) || L78: || L79:DEFAULT_OUTPUT = ROOT / ""outputs"" / ""S01_B_pranet_source_only_seed20260817_v1"" || L80: || L81:SEED = 20260817 ### L90: || L91:EXPECTED_ROLE_COUNTS = { || L92:""source_train"": 1305, || L93:""source_val"": 145, || L94:""seen_sanity"": 162, ### L91:EXPECTED_ROLE_COUNTS = { || L92:""source_train"": 1305, || L93:""source_val"": 145, || L94:""seen_sanity"": 162, || L95:""unseen_locked"": 636,"
release/SafeTTA_clean_test_v102/experiments/source_training/S01_C_lock_and_evaluate_source_only_frozen_seeds_v1_fix1.py,,88,"L3: || L4:r"""""" || L5:S01-C: Lock and evaluate Source-Only predictions for all three frozen seeds. || L6: || L7:Scientific sequence ### L9:PHASE 1 (NO LABELS): || L10:- Read only evaluation images (roles: seen_sanity, unseen_locked). || L11:- Load the three already-frozen S01-B checkpoints. || L12:- Generate final PraNet logits at 352x352. || L13:- Save logits as float16 NPZ files. ### L10:- Read only evaluation images (roles: seen_sanity, unseen_locked). || L11:- Load the three already-frozen S01-B checkpoints. || L12:- Generate final PraNet logits at 352x352. || L13:- Save logits as float16 NPZ files. || L14:- SHA256-lock all three no-label score files. ### L11:- Load the three already-frozen S01-B checkpoints. || L12:- Generate final PraNet logits at 352x352. || L13:- Save logits as float16 NPZ files. || L14:- SHA256-lock all three no-label score files. || L15: ### L18:PHASE 2 (LABEL REVEAL): || L19:- Open GT masks. || L20:- Resize locked logits to original GT resolution. || L21:- Apply sigmoid and fixed threshold 0.5. || L22:- GT is converted with PIL convert(""L"") and binarized at 0.5*max(GT). ### L24:- Report each seed separately. NO ensemble is created. || L25: || L26:No checkpoint/model/hyperparameter selection uses seen_sanity or unseen_locked. || L27:No TTA is performed. || L28: ### L27:No TTA is performed. || L28: || L29:Frozen checkpoints: || L30:- seed 20260817 || L31:- seed 20260818 ### L61:EXPECTED_MANIFEST_SHA256 = ""afb4bc1175af004819538cdbb22ee7a10f1be48035945c7e0d50fd2bbe2e3dc7"" || L62: || L63:TRAINING_HELPER = ROOT / ""code"" / ""S01_B_train_pranet_source_only_frozen_seeds_v1.py"" || L64:EXPECTED_TRAINING_HELPER_SHA256 = ""2b2c9c1b75ff60bd087b403e43dc77468b31cbd54fb607481cc80ab47182b67a"" || L65:"
