dataset,path,size_bytes,size_human,row_count,columns_or_keys,status,route_priority
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000237_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000239_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000240_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000242_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000243_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000251_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000252_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000253_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000254_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000255_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000256_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000257_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000258_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000259_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000260_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000262_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000263_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000264_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000266_mask.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000267_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000268_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000269_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000270_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000271_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000272_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000275_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000276_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000277_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000278_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000279_mask.txt,46,46.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000281_mask.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000282_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000283_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000284_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000285_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000286_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000287_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000296_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000297_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000298_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000299_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000300_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000301_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000302_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000303_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000304_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000306_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000307_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000310_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000313_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000314_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000319_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000322_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000323_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000324_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000327_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000329_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000330_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000333_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000334_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000335_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000336_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000337_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000338_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000339_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000340_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000341_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000343_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000346_mask.txt,50,50.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000347_mask.txt,47,47.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000348_mask.txt,47,47.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000350_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000352_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000354_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000355_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000356_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000358_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000359_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000360_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000361_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000362_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000368_mask.txt,45,45.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000369_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000371_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000372_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000377_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000378_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C5/bbox_C5/EndoCV2021_C5_50000381_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100001_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100003_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100004_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100005_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100006_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100007_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100008_mask.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100009_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100010_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100011_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100012_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100013_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100014_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100015_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100017_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100018_mask.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100019_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100020_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100021_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100022_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100023_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100025_mask.txt,47,47.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100027_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100028_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100030_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100031_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100032_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100033_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100034_mask.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100035_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100036_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100037_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100038_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100039_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100040_mask.txt,47,47.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100041_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100042_mask.txt,92,92.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100043_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100044_mask.txt,71,71.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100045_mask.txt,71,71.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100046_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100047_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100049_mask.txt,46,46.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100050_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100052_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100053_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100056_mask.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100059_mask.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100060_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100061_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100062_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100063_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100065_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100066_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100067_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100068_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100070_mask.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100071_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100072_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100073_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100074_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100075_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100076_mask.txt,45,45.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100077_mask.txt,47,47.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100081_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100082_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100085_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100086_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100088_mask.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100089_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100090_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100091_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100092_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100093_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100094_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100101_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100102_mask.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100103_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100107_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100108_mask.txt,23,23.00 B,,,OK,0
