path,line,match,context
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1051,segctx = r03.build_segformer_context(device),"L1049: || L1050:# SegFormer dummy SOURCE+A1. || L1051:segctx = r03.build_segformer_context(device) || L1052:( || L1053:torch2,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1056,"SegformerForSemanticSegmentation,","L1054:nn, || L1055:F, || L1056:SegformerForSemanticSegmentation, || L1057:config, || L1058:mean,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1058,"mean,","L1056:SegformerForSemanticSegmentation, || L1057:config, || L1058:mean, || L1059:std, || L1060:) = segctx"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1059,"std,","L1057:config, || L1058:mean, || L1059:std, || L1060:) = segctx || L1061:"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1062,"ss = next(s for s in panel if s[""model_family""] == ""SegFormer-B0"")","L1060:) = segctx || L1061: || L1062:ss = next(s for s in panel if s[""model_family""] == ""SegFormer-B0"") || L1063:sm = r03.load_segformer_state( || L1064:int(ss[""training_seed""]),"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1063,sm = r03.load_segformer_state(,"L1061: || L1062:ss = next(s for s in panel if s[""model_family""] == ""SegFormer-B0"") || L1063:sm = r03.load_segformer_state( || L1064:int(ss[""training_seed""]), || L1065:device,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1066,"SegformerForSemanticSegmentation,","L1064:int(ss[""training_seed""]), || L1065:device, || L1066:SegformerForSemanticSegmentation, || L1067:config, || L1068:torch2,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1077,") = r03.configure_segformer_tent(sm, nn)","L1075:sdrop, || L1076:_, || L1077:) = r03.configure_segformer_tent(sm, nn) || L1078:sv = r03.snapshot_params(sp) || L1079:sx = r03.segformer_tensor(dummy_rgb, mean, std, torch2).to(device)"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1079,"sx = r03.segformer_tensor(dummy_rgb, mean, std, torch2).to(device)","L1077:) = r03.configure_segformer_tent(sm, nn) || L1078:sv = r03.snapshot_params(sp) || L1079:sx = r03.segformer_tensor(dummy_rgb, mean, std, torch2).to(device) || L1080: || L1081:r03.restore_params(sp, sv, torch2)"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1082,"r03.segformer_source_mode(sm, sbn, sbn_orig, sdrop)","L1080: || L1081:r03.restore_params(sp, sv, torch2) || L1082:r03.segformer_source_mode(sm, sbn, sbn_orig, sdrop) || L1083:with torch2.no_grad(): || L1084:_, szsrc = r03.segformer_logits_and_z(sm, sx, F)"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1084,"_, szsrc = r03.segformer_logits_and_z(sm, sx, F)","L1082:r03.segformer_source_mode(sm, sbn, sbn_orig, sdrop) || L1083:with torch2.no_grad(): || L1084:_, szsrc = r03.segformer_logits_and_z(sm, sx, F) || L1085: || L1086:r03.restore_params(sp, sv, torch2)"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1087,"r03.segformer_tent_mode(sm, sbn, sdrop)","L1085: || L1086:r03.restore_params(sp, sv, torch2) || L1087:r03.segformer_tent_mode(sm, sbn, sdrop) || L1088: || L1089:opt = torch2.optim.Adam("
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1095,"slogits, _ = r03.segformer_logits_and_z(sm, sx, F)","L1093:) || L1094:opt.zero_grad(set_to_none=True) || L1095:slogits, _ = r03.segformer_logits_and_z(sm, sx, F) || L1096:sloss = r03.categorical_entropy(slogits, torch2) || L1097:sloss.backward()"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1096,"sloss = r03.categorical_entropy(slogits, torch2)","L1094:opt.zero_grad(set_to_none=True) || L1095:slogits, _ = r03.segformer_logits_and_z(sm, sx, F) || L1096:sloss = r03.categorical_entropy(slogits, torch2) || L1097:sloss.backward() || L1098:opt.step()"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1102,"_, sza1 = r03.segformer_logits_and_z(sm, sx, F)","L1100: || L1101:with torch2.no_grad(): || L1102:_, sza1 = r03.segformer_logits_and_z(sm, sx, F) || L1103: || L1104:if tuple(szsrc[0].shape) != (MASK_H, MASK_W):"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1105,"raise RuntimeError(""SegFormer dummy SOURCE shape failed."")","L1103: || L1104:if tuple(szsrc[0].shape) != (MASK_H, MASK_W): || L1105:raise RuntimeError(""SegFormer dummy SOURCE shape failed."") || L1106:if tuple(sza1[0].shape) != (MASK_H, MASK_W): || L1107:raise RuntimeError(""SegFormer dummy A1 shape failed."")"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1107,"raise RuntimeError(""SegFormer dummy A1 shape failed."")","L1105:raise RuntimeError(""SegFormer dummy SOURCE shape failed."") || L1106:if tuple(sza1[0].shape) != (MASK_H, MASK_W): || L1107:raise RuntimeError(""SegFormer dummy A1 shape failed."") || L1108: || L1109:del ("
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1118,"slogits,","L1116:sx, || L1117:opt, || L1118:slogits, || L1119:sloss, || L1120:szsrc,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1140,"print(""dummy_SegFormer_SOURCE_A1=PASS"")","L1138:print(""dummy_PraNet_SOURCE_A1=PASS"") || L1139:print(""dummy_DeepLab_SOURCE_A1=PASS"") || L1140:print(""dummy_SegFormer_SOURCE_A1=PASS"") || L1141:print(""PREFLIGHT_PASS"") || L1142:"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1275,"elif state[""model_family""] == ""SegFormer-B0"":","L1273:device, || L1274:) || L1275:elif state[""model_family""] == ""SegFormer-B0"": || L1276:( || L1277:source_pack,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1281,) = run_segformer_state(,"L1279:index_rows, || L1280:seg_context, || L1281:) = run_segformer_state( || L1282:state, || L1283:targets,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1379,"""source_fg_fraction_mean"": float(src.mean()),","L1377:""model_state_id"": state_id, || L1378:""rows"": len(rows), || L1379:""source_fg_fraction_mean"": float(src.mean()), || L1380:""a1_fg_fraction_mean"": float(a1.mean()), || L1381:""changed_fraction_mean"": float(chg.mean()),"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1380,"""a1_fg_fraction_mean"": float(a1.mean()),","L1378:""rows"": len(rows), || L1379:""source_fg_fraction_mean"": float(src.mean()), || L1380:""a1_fg_fraction_mean"": float(a1.mean()), || L1381:""changed_fraction_mean"": float(chg.mean()), || L1382:""changed_fraction_q50"": float(np.quantile(chg, 0.50)),"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1381,"""changed_fraction_mean"": float(chg.mean()),","L1379:""source_fg_fraction_mean"": float(src.mean()), || L1380:""a1_fg_fraction_mean"": float(a1.mean()), || L1381:""changed_fraction_mean"": float(chg.mean()), || L1382:""changed_fraction_q50"": float(np.quantile(chg, 0.50)), || L1383:""changed_fraction_q90"": float(np.quantile(chg, 0.90)),"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1384,"""zero_change_fraction"": float(np.mean(chg == 0.0)),","L1382:""changed_fraction_q50"": float(np.quantile(chg, 0.50)), || L1383:""changed_fraction_q90"": float(np.quantile(chg, 0.90)), || L1384:""zero_change_fraction"": float(np.mean(chg == 0.0)), || L1385:}) || L1386:"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1395,"""source_fg_fraction_mean"",","L1393:""model_state_id"", || L1394:""rows"", || L1395:""source_fg_fraction_mean"", || L1396:""a1_fg_fraction_mean"", || L1397:""changed_fraction_mean"","
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1396,"""a1_fg_fraction_mean"",","L1394:""rows"", || L1395:""source_fg_fraction_mean"", || L1396:""a1_fg_fraction_mean"", || L1397:""changed_fraction_mean"", || L1398:""changed_fraction_q50"","
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1397,"""changed_fraction_mean"",","L1395:""source_fg_fraction_mean"", || L1396:""a1_fg_fraction_mean"", || L1397:""changed_fraction_mean"", || L1398:""changed_fraction_q50"", || L1399:""changed_fraction_q90"","
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1447,"""  SegFormer-B0 states=3"",","L1445:""  PraNet states=3"", || L1446:""  DeepLabV3-R50 states=3"", || L1447:""  SegFormer-B0 states=3"", || L1448:f""  total states={EXPECTED_STATES}"", || L1449:""  action=A1_TENT_1STEP"","
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1480,"""  GT resize=352x352 nearest"",","L1478:""  red neoplastic -> binary foreground"", || L1479:""  RGB assignment=nearest fixed prototype"", || L1480:""  GT resize=352x352 nearest"", || L1481:""  HARM <= -0.02"", || L1482:""  BENEFIT >= +0.02"","
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1588,assert MASK_H == 352 and MASK_W == 352,L1586:assert EXPECTED_STATES == 9 || L1587:assert EXPECTED_MODEL_CASES == 9000 || L1588:assert MASK_H == 352 and MASK_W == 352 || L1589:assert MASK_PIXELS == 123904 || L1590:assert PACKED_BYTES == 15488
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,21,- SegFormer-B0: exact R03 SOURCE + episodic 1-step TENT,L19:- PraNet: exact S03-B SOURCE + episodic 1-step TENT || L20:- DeepLabV3-R50: exact singleton-safe S05-C SOURCE + episodic 1-step TENT || L21:- SegFormer-B0: exact R03 SOURCE + episodic 1-step TENT || L22: || L23:Frozen action:
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,41,"implementation: 352x352 binary masks, row-major, np.packbits(bitorder=""little"").","L39: || L40:Outputs SOURCE and A1 masks only, packed exactly as the authoritative R05D3 || L41:implementation: 352x352 binary masks, row-major, np.packbits(bitorder=""little""). || L42:"""""" || L43:"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,124,MASK_H = 352,L122:EXPECTED_MODEL_CASES = EXPECTED_CASES * EXPECTED_STATES || L123: || L124:MASK_H = 352 || L125:MASK_W = 352 || L126:MASK_PIXELS = MASK_H * MASK_W
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,125,MASK_W = 352,L123: || L124:MASK_H = 352 || L125:MASK_W = 352 || L126:MASK_PIXELS = MASK_H * MASK_W || L127:PACKED_BYTES = (MASK_PIXELS + 7) // 8
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,130,"FAMILIES = (""PraNet"", ""DeepLabV3-R50"", ""SegFormer-B0"")","L128:BITORDER = ""little"" || L129: || L130:FAMILIES = (""PraNet"", ""DeepLabV3-R50"", ""SegFormer-B0"") || L131: || L132:EXPECTED_PANEL = {"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,139,"(""SegFormer-B0"", 20260820),","L137:(""PraNet"", 20260818), || L138:(""PraNet"", 20260819), || L139:(""SegFormer-B0"", 20260820), || L140:(""SegFormer-B0"", 20260821), || L141:(""SegFormer-B0"", 20260822),"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,140,"(""SegFormer-B0"", 20260821),","L138:(""PraNet"", 20260819), || L139:(""SegFormer-B0"", 20260820), || L140:(""SegFormer-B0"", 20260821), || L141:(""SegFormer-B0"", 20260822), || L142:}"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,141,"(""SegFormer-B0"", 20260822),","L139:(""SegFormer-B0"", 20260820), || L140:(""SegFormer-B0"", 20260821), || L141:(""SegFormer-B0"", 20260822), || L142:} || L143:"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,405,"""run_segformer_state"",","L403:""run_pranet_state"", || L404:""run_deeplab_state"", || L405:""run_segformer_state"", || L406:""pack_mask"", || L407:""unpack_mask"","
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,701,# Fix2: the authoritative R05D3 SegFormer runner intentionally returns,"L699:family = state[""model_family""] || L700: || L701:# Fix2: the authoritative R05D3 SegFormer runner intentionally returns || L702:# FOUR values: || L703:#   SOURCE packed masks, A1 packed masks, index rows, seg_context"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,706,# seg_context is deliberately reused across the three SegFormer states.,"L704:# || L705:# PraNet and DeepLab return three. Do not flatten this difference because || L706:# seg_context is deliberately reused across the three SegFormer states. || L707:if family == ""SegFormer-B0"": || L708:result = r05d3.run_segformer_state("
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,707,"if family == ""SegFormer-B0"":","L705:# PraNet and DeepLab return three. Do not flatten this difference because || L706:# seg_context is deliberately reused across the three SegFormer states. || L707:if family == ""SegFormer-B0"": || L708:result = r05d3.run_segformer_state( || L709:state,"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,708,result = r05d3.run_segformer_state(,"L706:# seg_context is deliberately reused across the three SegFormer states. || L707:if family == ""SegFormer-B0"": || L708:result = r05d3.run_segformer_state( || L709:state, || L710:targets,"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,717,"""Authoritative SegFormer runner return schema changed; ""","L715:if not isinstance(result, tuple) or len(result) != 4: || L716:raise RuntimeError( || L717:""Authoritative SegFormer runner return schema changed; "" || L718:f""expected 4 values, got "" || L719:f""{len(result) if isinstance(result, tuple) else type(result)}"""
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,848,# Exact R03 module reused by the authoritative SegFormer state runner.,"L846:patch_r05d3_cardinality(r05d3) || L847: || L848:# Exact R03 module reused by the authoritative SegFormer state runner. || L849:r03 = import_module( || L850:Path(r05d3.R03_SCRIPT),"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,1048,"""source_foreground_pixels_mean"": float(np.mean(source_fg)),","L1046:""training_seed"": int(state[""training_seed""]), || L1047:""target_cases"": len(rows), || L1048:""source_foreground_pixels_mean"": float(np.mean(source_fg)), || L1049:""a1_foreground_pixels_mean"": float(np.mean(a1_fg)), || L1050:""changed_pixels_mean"": float(np.mean(changed)),"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,1049,"""a1_foreground_pixels_mean"": float(np.mean(a1_fg)),","L1047:""target_cases"": len(rows), || L1048:""source_foreground_pixels_mean"": float(np.mean(source_fg)), || L1049:""a1_foreground_pixels_mean"": float(np.mean(a1_fg)), || L1050:""changed_pixels_mean"": float(np.mean(changed)), || L1051:""changed_pixels_median"": float(np.median(changed)),"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,1050,"""changed_pixels_mean"": float(np.mean(changed)),","L1048:""source_foreground_pixels_mean"": float(np.mean(source_fg)), || L1049:""a1_foreground_pixels_mean"": float(np.mean(a1_fg)), || L1050:""changed_pixels_mean"": float(np.mean(changed)), || L1051:""changed_pixels_median"": float(np.median(changed)), || L1052:""changed_pixels_max"": int(np.max(changed)),"
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,1195,"""  SegFormer return schema=4 values with reusable seg_context"",","L1193:f""  verified Fix1 states imported={len(imported_fix1_states)}"", || L1194:""  Fix1 partial output modified=NO"", || L1195:""  SegFormer return schema=4 values with reusable seg_context"", || L1196:"""", || L1197:""Frozen panel/action:"","
code/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2.py,1200,"""  SegFormer-B0 states=3"",","L1198:""  PraNet states=3"", || L1199:""  DeepLabV3-R50 states=3"", || L1200:""  SegFormer-B0 states=3"", || L1201:f""  total states={EXPECTED_STATES}"", || L1202:""  action=A1_TENT_1STEP"","
